"TicketNumber","Summary","Status","Priority","ReportedBy","AssignedTo","ClosedAt","CreatedAt"
"TKT-4862","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2026-02-07T07:57:21Z","2026-06-17T04:12:21Z"
"TKT-4863","Login page crashes on Firefox","Open","Critical","Administrator","","","2026-06-17T05:57:21Z"
"TKT-4864","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-17T07:42:21Z"
"TKT-4865","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-17T09:27:21Z"
"TKT-4866","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2026-02-11T11:57:21Z","2026-06-17T11:12:21Z"
"TKT-4867","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-17T12:57:21Z"
"TKT-4868","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-17T14:42:21Z"
"TKT-4869","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-17T16:27:21Z"
"TKT-4870","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2026-02-15T15:57:21Z","2026-06-17T18:12:21Z"
"TKT-4871","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-17T19:57:21Z"
"TKT-4872","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2026-06-17T21:42:21Z"
"TKT-4873","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2026-06-17T23:27:21Z"
"TKT-4874","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2026-02-19T19:57:21Z","2026-06-18T01:12:21Z"
"TKT-4875","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2026-06-18T02:57:21Z"
"TKT-4876","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-18T04:42:21Z"
"TKT-4877","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-18T06:27:21Z"
"TKT-4878","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2026-02-22T23:57:21Z","2026-06-18T08:12:21Z"
"TKT-4879","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2026-06-18T09:57:21Z"
"TKT-4880","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-18T11:42:21Z"
"TKT-4881","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-18T13:27:21Z"
"TKT-4882","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2026-02-27T03:57:21Z","2026-06-18T15:12:21Z"
"TKT-4883","Login page crashes on iOS 17","Open","Critical","Administrator","","","2026-06-18T16:57:21Z"
"TKT-4884","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-18T18:42:21Z"
"TKT-4885","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-18T20:27:21Z"
"TKT-4886","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2026-03-03T07:57:21Z","2026-06-18T22:12:21Z"
"TKT-4887","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-18T23:57:21Z"
"TKT-4888","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-19T01:42:21Z"
"TKT-4889","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-19T03:27:21Z"
"TKT-4890","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2026-03-07T11:57:21Z","2026-06-19T05:12:21Z"
"TKT-4891","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-19T06:57:21Z"
"TKT-4892","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2026-06-19T08:42:21Z"
"TKT-4893","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2026-06-19T10:27:21Z"
"TKT-4894","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2026-03-11T15:57:21Z","2026-06-19T12:12:21Z"
"TKT-4895","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2026-06-19T13:57:21Z"
"TKT-4896","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-19T15:42:21Z"
"TKT-4897","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-19T17:27:21Z"
"TKT-4898","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2026-03-15T19:57:21Z","2026-06-19T19:12:21Z"
"TKT-4899","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2026-06-19T20:57:21Z"
"TKT-4900","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-19T22:42:21Z"
"TKT-4901","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-20T00:27:21Z"
"TKT-4902","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2026-03-18T23:57:21Z","2026-06-20T02:12:21Z"
"TKT-4903","Login page crashes on Firefox","Open","Critical","Administrator","","","2026-06-20T03:57:21Z"
"TKT-4904","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-20T05:42:21Z"
"TKT-4905","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-20T07:27:21Z"
"TKT-4906","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2026-03-23T03:57:21Z","2026-06-20T09:12:21Z"
"TKT-4907","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-20T10:57:21Z"
"TKT-4908","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-20T12:42:21Z"
"TKT-4909","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-20T14:27:21Z"
"TKT-4910","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2026-03-27T07:57:21Z","2026-06-20T16:12:21Z"
"TKT-4911","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-20T17:57:21Z"
"TKT-4912","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2026-06-20T19:42:21Z"
"TKT-4913","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2026-06-20T21:27:21Z"
"TKT-4914","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2026-03-31T11:57:21Z","2026-06-20T23:12:21Z"
"TKT-4915","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2026-06-21T00:57:21Z"
"TKT-4916","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-21T02:42:21Z"
"TKT-4917","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-21T04:27:21Z"
"TKT-4918","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2026-04-04T15:57:21Z","2026-06-21T06:12:21Z"
"TKT-4919","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2026-06-21T07:57:21Z"
"TKT-4920","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-21T09:42:21Z"
"TKT-4921","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-21T11:27:21Z"
"TKT-4922","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2026-04-08T19:57:21Z","2026-06-21T13:12:21Z"
"TKT-4923","Login page crashes on iOS 17","Open","Critical","Administrator","","","2026-06-21T14:57:21Z"
"TKT-4924","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-21T16:42:21Z"
"TKT-4925","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-21T18:27:21Z"
"TKT-4926","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2026-04-11T23:57:21Z","2026-06-21T20:12:21Z"
"TKT-4927","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-21T21:57:21Z"
"TKT-4928","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-21T23:42:21Z"
"TKT-4929","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-22T01:27:21Z"
"TKT-4930","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2026-04-16T03:57:21Z","2026-06-22T03:12:21Z"
"TKT-4931","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-22T04:57:21Z"
"TKT-4932","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2026-06-22T06:42:21Z"
"TKT-4933","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2026-06-22T08:27:21Z"
"TKT-4934","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2026-04-20T07:57:21Z","2026-06-22T10:12:21Z"
"TKT-4935","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2026-06-22T11:57:21Z"
"TKT-4936","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-22T13:42:21Z"
"TKT-4937","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-22T15:27:21Z"
"TKT-4938","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2026-04-24T11:57:21Z","2026-06-22T17:12:21Z"
"TKT-4939","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2026-06-22T18:57:21Z"
"TKT-4940","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-22T20:42:21Z"
"TKT-4941","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-22T22:27:21Z"
"TKT-4942","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2026-04-28T15:57:21Z","2026-06-23T00:12:21Z"
"TKT-4943","Login page crashes on Firefox","Open","Critical","Administrator","","","2026-06-23T01:57:21Z"
"TKT-4944","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-23T03:42:21Z"
"TKT-4945","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-23T05:27:21Z"
"TKT-4946","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2026-05-02T19:57:21Z","2026-06-23T07:12:21Z"
"TKT-4947","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-23T08:57:21Z"
"TKT-4948","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-23T10:42:21Z"
"TKT-4949","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-23T12:27:21Z"
"TKT-4950","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2026-05-05T23:57:21Z","2026-06-23T14:12:21Z"
"TKT-4951","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-23T15:57:21Z"
"TKT-4952","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2026-06-23T17:42:21Z"
"TKT-4953","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2026-06-23T19:27:21Z"
"TKT-4954","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2026-05-10T03:57:21Z","2026-06-23T21:12:21Z"
"TKT-4955","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2026-06-23T22:57:21Z"
"TKT-4956","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-24T00:42:21Z"
"TKT-4957","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-24T02:27:21Z"
"TKT-4958","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2026-05-14T07:57:21Z","2026-06-24T04:12:21Z"
"TKT-4959","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2026-06-24T05:57:21Z"
"TKT-4960","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-24T07:42:21Z"
"TKT-4961","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-24T09:27:21Z"
"TKT-4962","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2026-05-18T11:57:21Z","2026-06-24T11:12:21Z"
"TKT-4963","Login page crashes on iOS 17","Open","Critical","Administrator","","","2026-06-24T12:57:21Z"
"TKT-4964","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-24T14:42:21Z"
"TKT-4965","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-24T16:27:21Z"
"TKT-4966","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2026-05-22T15:57:21Z","2026-06-24T18:12:21Z"
"TKT-4967","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-24T19:57:21Z"
"TKT-4968","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-24T21:42:21Z"
"TKT-4969","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-24T23:27:21Z"
"TKT-4970","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2026-05-26T19:57:21Z","2026-06-25T01:12:21Z"
"TKT-4971","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-25T02:57:21Z"
"TKT-4972","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2026-06-25T04:42:21Z"
"TKT-4973","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2026-06-25T06:27:21Z"
"TKT-4974","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2026-05-29T23:57:21Z","2026-06-25T08:12:21Z"
"TKT-4975","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2026-06-25T09:57:21Z"
"TKT-4976","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-25T11:42:21Z"
"TKT-4977","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-25T13:27:21Z"
"TKT-4978","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2026-06-03T03:57:21Z","2026-06-25T15:12:21Z"
"TKT-4979","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2026-06-25T16:57:21Z"
"TKT-4980","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-25T18:42:21Z"
"TKT-4981","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-25T20:27:21Z"
"TKT-4982","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2026-06-07T07:57:21Z","2026-06-25T22:12:21Z"
"TKT-4983","Login page crashes on Firefox","Open","Critical","Administrator","","","2026-06-25T23:57:21Z"
"TKT-4984","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-26T01:42:21Z"
"TKT-4985","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-26T03:27:21Z"
"TKT-4986","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2026-06-11T11:57:21Z","2026-06-26T05:12:21Z"
"TKT-4987","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-26T06:57:21Z"
